inventory_id,date_key,branch_id,product_id,stock_qty
STK-20251108-BR002-SKU015128PK,20251108,BR002,SKU015128PK,20
STK-20251108-BR002-SKU015256BL,20251108,BR002,SKU015256BL,18
STK-20251108-BR002-SKU015256SI,20251108,BR002,SKU015256SI,18
STK-20251108-BR002-SKU015256PK,20251108,BR002,SKU015256PK,18
STK-20251108-BR002-SKU016128BL,20251108,BR002,SKU016128BL,18
STK-20251108-BR002-SKU016128SI,20251108,BR002,SKU016128SI,18
STK-20251108-BR002-SKU016128PK,20251108,BR002,SKU016128PK,18
STK-20251108-BR002-SKU016256BL,20251108,BR002,SKU016256BL,16
STK-20251108-BR002-SKU016256SI,20251108,BR002,SKU016256SI,16
STK-20251108-BR002-SKU016256PK,20251108,BR002,SKU016256PK,16
STK-20251108-BR002-SKU017128BL,20251108,BR002,SKU017128BL,16
STK-20251108-BR002-SKU017128SI,20251108,BR002,SKU017128SI,16
STK-20251108-BR002-SKU017128PK,20251108,BR002,SKU017128PK,16
STK-20251108-BR002-SKU017256BL,20251108,BR002,SKU017256BL,14
STK-20251108-BR002-SKU017256SI,20251108,BR002,SKU017256SI,14
STK-20251108-BR002-SKU017256PK,20251108,BR002,SKU017256PK,14
STK-20251108-BR003-SKU015128BL,20251108,BR003,SKU015128BL,15
STK-20251108-BR003-SKU015128SI,20251108,BR003,SKU015128SI,15
STK-20251108-BR003-SKU015128PK,20251108,BR003,SKU015128PK,15
STK-20251108-BR003-SKU015256BL,20251108,BR003,SKU015256BL,13
STK-20251108-BR003-SKU015256SI,20251108,BR003,SKU015256SI,13
STK-20251108-BR003-SKU015256PK,20251108,BR003,SKU015256PK,13
STK-20251108-BR003-SKU016128BL,20251108,BR003,SKU016128BL,13
STK-20251108-BR003-SKU016128SI,20251108,BR003,SKU016128SI,13
STK-20251108-BR003-SKU016128PK,20251108,BR003,SKU016128PK,13
STK-20251108-BR003-SKU016256BL,20251108,BR003,SKU016256BL,11
STK-20251108-BR003-SKU016256SI,20251108,BR003,SKU016256SI,11
STK-20251108-BR003-SKU016256PK,20251108,BR003,SKU016256PK,11
STK-20251108-BR003-SKU017128BL,20251108,BR003,SKU017128BL,11
STK-20251108-BR003-SKU017128SI,20251108,BR003,SKU017128SI,11
STK-20251108-BR003-SKU017128PK,20251108,BR003,SKU017128PK,11
STK-20251108-BR003-SKU017256BL,20251108,BR003,SKU017256BL,9
STK-20251108-BR003-SKU017256SI,20251108,BR003,SKU017256SI,9
STK-20251108-BR003-SKU017256PK,20251108,BR003,SKU017256PK,9
STK-20251108-BR004-SKU015128BL,20251108,BR004,SKU015128BL,10
STK-20251108-BR004-SKU015128SI,20251108,BR004,SKU015128SI,10
STK-20251108-BR004-SKU015128PK,20251108,BR004,SKU015128PK,10
STK-20251108-BR004-SKU015256BL,20251108,BR004,SKU015256BL,8
STK-20251108-BR004-SKU015256SI,20251108,BR004,SKU015256SI,8
STK-20251108-BR004-SKU015256PK,20251108,BR004,SKU015256PK,8
STK-20251108-BR004-SKU016128BL,20251108,BR004,SKU016128BL,8
STK-20251108-BR004-SKU016128SI,20251108,BR004,SKU016128SI,8
STK-20251108-BR004-SKU016128PK,20251108,BR004,SKU016128PK,8
STK-20251108-BR004-SKU016256BL,20251108,BR004,SKU016256BL,6
STK-20251108-BR004-SKU016256SI,20251108,BR004,SKU016256SI,6
STK-20251108-BR004-SKU016256PK,20251108,BR004,SKU016256PK,6
STK-20251108-BR004-SKU017128BL,20251108,BR004,SKU017128BL,6
STK-20251108-BR004-SKU017128SI,20251108,BR004,SKU017128SI,6
STK-20251108-BR004-SKU017128PK,20251108,BR004,SKU017128PK,6
STK-20251108-BR004-SKU017256BL,20251108,BR004,SKU017256BL,4
STK-20251108-BR004-SKU017256SI,20251108,BR004,SKU017256SI,4
STK-20251108-BR004-SKU017256PK,20251108,BR004,SKU017256PK,4
STK-20251108-BR005-SKU015128BL,20251108,BR005,SKU015128BL,22
STK-20251108-BR005-SKU015128SI,20251108,BR005,SKU015128SI,22
STK-20251108-BR005-SKU015128PK,20251108,BR005,SKU015128PK,22
STK-20251108-BR005-SKU015256BL,20251108,BR005,SKU015256BL,20
STK-20251108-BR005-SKU015256SI,20251108,BR005,SKU015256SI,20
STK-20251108-BR005-SKU015256PK,20251108,BR005,SKU015256PK,20
STK-20251108-BR005-SKU016128BL,20251108,BR005,SKU016128BL,20
STK-20251108-BR005-SKU016128SI,20251108,BR005,SKU016128SI,20
STK-20251108-BR005-SKU016128PK,20251108,BR005,SKU016128PK,20
STK-20251108-BR005-SKU016256BL,20251108,BR005,SKU016256BL,18
STK-20251108-BR005-SKU016256SI,20251108,BR005,SKU016256SI,18
STK-20251108-BR005-SKU016256PK,20251108,BR005,SKU016256PK,18
STK-20251108-BR005-SKU017128BL,20251108,BR005,SKU017128BL,18
STK-20251108-BR005-SKU017128SI,20251108,BR005,SKU017128SI,18
STK-20251108-BR005-SKU017128PK,20251108,BR005,SKU017128PK,18
STK-20251108-BR005-SKU017256BL,20251108,BR005,SKU017256BL,16
STK-20251108-BR005-SKU017256SI,20251108,BR005,SKU017256SI,16
STK-20251108-BR005-SKU017256PK,20251108,BR005,SKU017256PK,16
STK-20251109-BR000-SKU015128BL,20251109,BR000,SKU015128BL,83
STK-20251109-BR000-SKU015128SI,20251109,BR000,SKU015128SI,83
STK-20251109-BR000-SKU015128PK,20251109,BR000,SKU015128PK,83
STK-20251109-BR000-SKU015256BL,20251109,BR000,SKU015256BL,83
STK-20251109-BR000-SKU015256SI,20251109,BR000,SKU015256SI,83
STK-20251109-BR000-SKU015256PK,20251109,BR000,SKU015256PK,83
STK-20251109-BR000-SKU016128BL,20251109,BR000,SKU016128BL,81
STK-20251109-BR000-SKU016128SI,20251109,BR000,SKU016128SI,81
STK-20251109-BR000-SKU016128PK,20251109,BR000,SKU016128PK,81
STK-20251109-BR000-SKU016256BL,20251109,BR000,SKU016256BL,81
STK-20251109-BR000-SKU016256SI,20251109,BR000,SKU016256SI,81
STK-20251109-BR000-SKU016256PK,20251109,BR000,SKU016256PK,81
STK-20251109-BR000-SKU017128BL,20251109,BR000,SKU017128BL,79
STK-20251109-BR000-SKU017128SI,20251109,BR000,SKU017128SI,79
STK-20251109-BR000-SKU017128PK,20251109,BR000,SKU017128PK,79
STK-20251109-BR000-SKU017256BL,20251109,BR000,SKU017256BL,79
STK-20251109-BR000-SKU017256SI,20251109,BR000,SKU017256SI,79
STK-20251109-BR000-SKU017256PK,20251109,BR000,SKU017256PK,79
STK-20251109-BR001-SKU015128BL,20251109,BR001,SKU015128BL,24
STK-20251109-BR001-SKU015128SI,20251109,BR001,SKU015128SI,24
STK-20251109-BR001-SKU015128PK,20251109,BR001,SKU015128PK,24
STK-20251109-BR001-SKU015256BL,20251109,BR001,SKU015256BL,22
STK-20251109-BR001-SKU015256SI,20251109,BR001,SKU015256SI,22
STK-20251109-BR001-SKU015256PK,20251109,BR001,SKU015256PK,22
STK-20251109-BR001-SKU016128BL,20251109,BR001,SKU016128BL,22
STK-20251109-BR001-SKU016128SI,20251109,BR001,SKU016128SI,22
STK-20251109-BR001-SKU016128PK,20251109,BR001,SKU016128PK,22
STK-20251109-BR001-SKU016256BL,20251109,BR001,SKU016256BL,20
STK-20251109-BR001-SKU016256SI,20251109,BR001,SKU016256SI,20
STK-20251109-BR001-SKU016256PK,20251109,BR001,SKU016256PK,20
STK-20251109-BR001-SKU017128BL,20251109,BR001,SKU017128BL,20
STK-20251109-BR001-SKU017128SI,20251109,BR001,SKU017128SI,20
STK-20251109-BR001-SKU017128PK,20251109,BR001,SKU017128PK,20
STK-20251109-BR001-SKU017256BL,20251109,BR001,SKU017256BL,18
STK-20251109-BR001-SKU017256SI,20251109,BR001,SKU017256SI,18
STK-20251109-BR001-SKU017256PK,20251109,BR001,SKU017256PK,18
STK-20251109-BR002-SKU015128BL,20251109,BR002,SKU015128BL,19
STK-20251109-BR002-SKU015128SI,20251109,BR002,SKU015128SI,19
STK-20251109-BR002-SKU015128PK,20251109,BR002,SKU015128PK,19
STK-20251109-BR002-SKU015256BL,20251109,BR002,SKU015256BL,17
STK-20251109-BR002-SKU015256SI,20251109,BR002,SKU015256SI,17
STK-20251109-BR002-SKU015256PK,20251109,BR002,SKU015256PK,17
STK-20251109-BR002-SKU016128BL,20251109,BR002,SKU016128BL,17
STK-20251109-BR002-SKU016128SI,20251109,BR002,SKU016128SI,17
STK-20251109-BR002-SKU016128PK,20251109,BR002,SKU016128PK,17
STK-20251109-BR002-SKU016256BL,20251109,BR002,SKU016256BL,15
STK-20251109-BR002-SKU016256SI,20251109,BR002,SKU016256SI,15
STK-20251109-BR002-SKU016256PK,20251109,BR002,SKU016256PK,15
STK-20251109-BR002-SKU017128BL,20251109,BR002,SKU017128BL,15
STK-20251109-BR002-SKU017128SI,20251109,BR002,SKU017128SI,15
STK-20251109-BR002-SKU017128PK,20251109,BR002,SKU017128PK,15
STK-20251109-BR002-SKU017256BL,20251109,BR002,SKU017256BL,13
STK-20251109-BR002-SKU017256SI,20251109,BR002,SKU017256SI,13
STK-20251109-BR002-SKU017256PK,20251109,BR002,SKU017256PK,13
STK-20251109-BR003-SKU015128BL,20251109,BR003,SKU015128BL,14
STK-20251109-BR003-SKU015128SI,20251109,BR003,SKU015128SI,14
STK-20251109-BR003-SKU015128PK,20251109,BR003,SKU015128PK,14
STK-20251109-BR003-SKU015256BL,20251109,BR003,SKU015256BL,12
STK-20251109-BR003-SKU015256SI,20251109,BR003,SKU015256SI,12
STK-20251109-BR003-SKU015256PK,20251109,BR003,SKU015256PK,12
STK-20251109-BR003-SKU016128BL,20251109,BR003,SKU016128BL,12
STK-20251109-BR003-SKU016128SI,20251109,BR003,SKU016128SI,12
STK-20251109-BR003-SKU016128PK,20251109,BR003,SKU016128PK,12
STK-20251109-BR003-SKU016256BL,20251109,BR003,SKU016256BL,10
STK-20251109-BR003-SKU016256SI,20251109,BR003,SKU016256SI,10
STK-20251109-BR003-SKU016256PK,20251109,BR003,SKU016256PK,10
STK-20251109-BR003-SKU017128BL,20251109,BR003,SKU017128BL,10
STK-20251109-BR003-SKU017128SI,20251109,BR003,SKU017128SI,10
STK-20251109-BR003-SKU017128PK,20251109,BR003,SKU017128PK,10
STK-20251109-BR003-SKU017256BL,20251109,BR003,SKU017256BL,8
STK-20251109-BR003-SKU017256SI,20251109,BR003,SKU017256SI,8
STK-20251109-BR003-SKU017256PK,20251109,BR003,SKU017256PK,8
STK-20251109-BR004-SKU015128BL,20251109,BR004,SKU015128BL,9
STK-20251109-BR004-SKU015128SI,20251109,BR004,SKU015128SI,9
STK-20251109-BR004-SKU015128PK,20251109,BR004,SKU015128PK,9
STK-20251109-BR004-SKU015256BL,20251109,BR004,SKU015256BL,7
STK-20251109-BR004-SKU015256SI,20251109,BR004,SKU015256SI,7
STK-20251109-BR004-SKU015256PK,20251109,BR004,SKU015256PK,7
STK-20251109-BR004-SKU016128BL,20251109,BR004,SKU016128BL,7
STK-20251109-BR004-SKU016128SI,20251109,BR004,SKU016128SI,7
STK-20251109-BR004-SKU016128PK,20251109,BR004,SKU016128PK,7
STK-20251109-BR004-SKU016256BL,20251109,BR004,SKU016256BL,5
STK-20251109-BR004-SKU016256SI,20251109,BR004,SKU016256SI,5
STK-20251109-BR004-SKU016256PK,20251109,BR004,SKU016256PK,5
STK-20251109-BR004-SKU017128BL,20251109,BR004,SKU017128BL,5
STK-20251109-BR004-SKU017128SI,20251109,BR004,SKU017128SI,5
STK-20251109-BR004-SKU017128PK,20251109,BR004,SKU017128PK,5
STK-20251109-BR004-SKU017256BL,20251109,BR004,SKU017256BL,3
STK-20251109-BR004-SKU017256SI,20251109,BR004,SKU017256SI,3
STK-20251109-BR004-SKU017256PK,20251109,BR004,SKU017256PK,3
STK-20251109-BR005-SKU015128BL,20251109,BR005,SKU015128BL,21
STK-20251109-BR005-SKU015128SI,20251109,BR005,SKU015128SI,21
STK-20251109-BR005-SKU015128PK,20251109,BR005,SKU015128PK,21
STK-20251109-BR005-SKU015256BL,20251109,BR005,SKU015256BL,19
STK-20251109-BR005-SKU015256SI,20251109,BR005,SKU015256SI,19
STK-20251109-BR005-SKU015256PK,20251109,BR005,SKU015256PK,19
STK-20251109-BR005-SKU016128BL,20251109,BR005,SKU016128BL,19
STK-20251109-BR005-SKU016128SI,20251109,BR005,SKU016128SI,19
STK-20251109-BR005-SKU016128PK,20251109,BR005,SKU016128PK,19
STK-20251109-BR005-SKU016256BL,20251109,BR005,SKU016256BL,17
STK-20251109-BR005-SKU016256SI,20251109,BR005,SKU016256SI,17
STK-20251109-BR005-SKU016256PK,20251109,BR005,SKU016256PK,17
STK-20251109-BR005-SKU017128BL,20251109,BR005,SKU017128BL,17
STK-20251109-BR005-SKU017128SI,20251109,BR005,SKU017128SI,17
STK-20251109-BR005-SKU017128PK,20251109,BR005,SKU017128PK,17
STK-20251109-BR005-SKU017256BL,20251109,BR005,SKU017256BL,15
STK-20251109-BR005-SKU017256SI,20251109,BR005,SKU017256SI,15
STK-20251109-BR005-SKU017256PK,20251109,BR005,SKU017256PK,15
STK-20251110-BR000-SKU015128BL,20251110,BR000,SKU015128BL,82
STK-20251110-BR000-SKU015128SI,20251110,BR000,SKU015128SI,82
STK-20251110-BR000-SKU015128PK,20251110,BR000,SKU015128PK,82
STK-20251110-BR000-SKU015256BL,20251110,BR000,SKU015256BL,82
STK-20251110-BR000-SKU015256SI,20251110,BR000,SKU015256SI,82
STK-20251110-BR000-SKU015256PK,20251110,BR000,SKU015256PK,82
STK-20251110-BR000-SKU016128BL,20251110,BR000,SKU016128BL,80
STK-20251110-BR000-SKU016128SI,20251110,BR000,SKU016128SI,80
STK-20251110-BR000-SKU016128PK,20251110,BR000,SKU016128PK,80
STK-20251110-BR000-SKU016256BL,20251110,BR000,SKU016256BL,80
STK-20251110-BR000-SKU016256SI,20251110,BR000,SKU016256SI,80
STK-20251110-BR000-SKU016256PK,20251110,BR000,SKU016256PK,80
STK-20251110-BR000-SKU017128BL,20251110,BR000,SKU017128BL,78
STK-20251110-BR000-SKU017128SI,20251110,BR000,SKU017128SI,78
STK-20251110-BR000-SKU017128PK,20251110,BR000,SKU017128PK,78
STK-20251110-BR000-SKU017256BL,20251110,BR000,SKU017256BL,78
STK-20251110-BR000-SKU017256SI,20251110,BR000,SKU017256SI,78
STK-20251110-BR000-SKU017256PK,20251110,BR000,SKU017256PK,78
STK-20251110-BR001-SKU015128BL,20251110,BR001,SKU015128BL,23
STK-20251110-BR001-SKU015128SI,20251110,BR001,SKU015128SI,23
STK-20251110-BR001-SKU015128PK,20251110,BR001,SKU015128PK,23
STK-20251110-BR001-SKU015256BL,20251110,BR001,SKU015256BL,21
STK-20251110-BR001-SKU015256SI,20251110,BR001,SKU015256SI,21
STK-20251110-BR001-SKU015256PK,20251110,BR001,SKU015256PK,21
STK-20251110-BR001-SKU016128BL,20251110,BR001,SKU016128BL,21
STK-20251110-BR001-SKU016128SI,20251110,BR001,SKU016128SI,21
STK-20251110-BR001-SKU016128PK,20251110,BR001,SKU016128PK,21
STK-20251110-BR001-SKU016256BL,20251110,BR001,SKU016256BL,19
STK-20251110-BR001-SKU016256SI,20251110,BR001,SKU016256SI,19
STK-20251110-BR001-SKU016256PK,20251110,BR001,SKU016256PK,19
STK-20251110-BR001-SKU017128BL,20251110,BR001,SKU017128BL,19
STK-20251110-BR001-SKU017128SI,20251110,BR001,SKU017128SI,19
STK-20251110-BR001-SKU017128PK,20251110,BR001,SKU017128PK,19
STK-20251110-BR001-SKU017256BL,20251110,BR001,SKU017256BL,17
STK-20251110-BR001-SKU017256SI,20251110,BR001,SKU017256SI,17
STK-20251110-BR001-SKU017256PK,20251110,BR001,SKU017256PK,17
STK-20251110-BR002-SKU015128BL,20251110,BR002,SKU015128BL,18
STK-20251110-BR002-SKU015128SI,20251110,BR002,SKU015128SI,18
STK-20251110-BR002-SKU015128PK,20251110,BR002,SKU015128PK,18
STK-20251110-BR002-SKU015256BL,20251110,BR002,SKU015256BL,16
STK-20251110-BR002-SKU015256SI,20251110,BR002,SKU015256SI,16
STK-20251110-BR002-SKU015256PK,20251110,BR002,SKU015256PK,16
STK-20251110-BR002-SKU016128BL,20251110,BR002,SKU016128BL,16
STK-20251110-BR002-SKU016128SI,20251110,BR002,SKU016128SI,16
STK-20251110-BR002-SKU016128PK,20251110,BR002,SKU016128PK,16
STK-20251110-BR002-SKU016256BL,20251110,BR002,SKU016256BL,14
STK-20251110-BR002-SKU016256SI,20251110,BR002,SKU016256SI,14
STK-20251110-BR002-SKU016256PK,20251110,BR002,SKU016256PK,14
STK-20251110-BR002-SKU017128BL,20251110,BR002,SKU017128BL,14
STK-20251110-BR002-SKU017128SI,20251110,BR002,SKU017128SI,14
STK-20251110-BR002-SKU017128PK,20251110,BR002,SKU017128PK,14
STK-20251110-BR002-SKU017256BL,20251110,BR002,SKU017256BL,12
STK-20251110-BR002-SKU017256SI,20251110,BR002,SKU017256SI,12
STK-20251110-BR002-SKU017256PK,20251110,BR002,SKU017256PK,12
STK-20251110-BR003-SKU015128BL,20251110,BR003,SKU015128BL,13
STK-20251110-BR003-SKU015128SI,20251110,BR003,SKU015128SI,13
STK-20251110-BR003-SKU015128PK,20251110,BR003,SKU015128PK,13
STK-20251110-BR003-SKU015256BL,20251110,BR003,SKU015256BL,11
STK-20251110-BR003-SKU015256SI,20251110,BR003,SKU015256SI,11
STK-20251110-BR003-SKU015256PK,20251110,BR003,SKU015256PK,11
STK-20251110-BR003-SKU016128BL,20251110,BR003,SKU016128BL,11
STK-20251110-BR003-SKU016128SI,20251110,BR003,SKU016128SI,11
STK-20251110-BR003-SKU016128PK,20251110,BR003,SKU016128PK,11
STK-20251110-BR003-SKU016256BL,20251110,BR003,SKU016256BL,9
STK-20251110-BR003-SKU016256SI,20251110,BR003,SKU016256SI,9
STK-20251110-BR003-SKU016256PK,20251110,BR003,SKU016256PK,9
STK-20251110-BR003-SKU017128BL,20251110,BR003,SKU017128BL,9
STK-20251110-BR003-SKU017128SI,20251110,BR003,SKU017128SI,9
STK-20251110-BR003-SKU017128PK,20251110,BR003,SKU017128PK,9
STK-20251110-BR003-SKU017256BL,20251110,BR003,SKU017256BL,7
STK-20251110-BR003-SKU017256SI,20251110,BR003,SKU017256SI,7
STK-20251110-BR003-SKU017256PK,20251110,BR003,SKU017256PK,7
STK-20251110-BR004-SKU015128BL,20251110,BR004,SKU015128BL,8
STK-20251110-BR004-SKU015128SI,20251110,BR004,SKU015128SI,8
STK-20251110-BR004-SKU015128PK,20251110,BR004,SKU015128PK,8
STK-20251110-BR004-SKU015256BL,20251110,BR004,SKU015256BL,6
STK-20251110-BR004-SKU015256SI,20251110,BR004,SKU015256SI,6
STK-20251110-BR004-SKU015256PK,20251110,BR004,SKU015256PK,6
STK-20251110-BR004-SKU016128BL,20251110,BR004,SKU016128BL,6
STK-20251110-BR004-SKU016128SI,20251110,BR004,SKU016128SI,6
STK-20251110-BR004-SKU016128PK,20251110,BR004,SKU016128PK,6
STK-20251110-BR004-SKU016256BL,20251110,BR004,SKU016256BL,4
STK-20251110-BR004-SKU016256SI,20251110,BR004,SKU016256SI,4
STK-20251110-BR004-SKU016256PK,20251110,BR004,SKU016256PK,4
STK-20251110-BR004-SKU017128BL,20251110,BR004,SKU017128BL,4
STK-20251110-BR004-SKU017128SI,20251110,BR004,SKU017128SI,4
STK-20251110-BR004-SKU017128PK,20251110,BR004,SKU017128PK,4
STK-20251110-BR004-SKU017256BL,20251110,BR004,SKU017256BL,2
STK-20251110-BR004-SKU017256SI,20251110,BR004,SKU017256SI,2
STK-20251110-BR004-SKU017256PK,20251110,BR004,SKU017256PK,2
STK-20251110-BR005-SKU015128BL,20251110,BR005,SKU015128BL,20
STK-20251110-BR005-SKU015128SI,20251110,BR005,SKU015128SI,20
STK-20251110-BR005-SKU015128PK,20251110,BR005,SKU015128PK,20
STK-20251110-BR005-SKU015256BL,20251110,BR005,SKU015256BL,18
STK-20251110-BR005-SKU015256SI,20251110,BR005,SKU015256SI,18
STK-20251110-BR005-SKU015256PK,20251110,BR005,SKU015256PK,18
STK-20251110-BR005-SKU016128BL,20251110,BR005,SKU016128BL,18
STK-20251110-BR005-SKU016128SI,20251110,BR005,SKU016128SI,18
STK-20251110-BR005-SKU016128PK,20251110,BR005,SKU016128PK,18
STK-20251110-BR005-SKU016256BL,20251110,BR005,SKU016256BL,16
STK-20251110-BR005-SKU016256SI,20251110,BR005,SKU016256SI,16
STK-20251110-BR005-SKU016256PK,20251110,BR005,SKU016256PK,16
STK-20251110-BR005-SKU017128BL,20251110,BR005,SKU017128BL,16
STK-20251110-BR005-SKU017128SI,20251110,BR005,SKU017128SI,16
STK-20251110-BR005-SKU017128PK,20251110,BR005,SKU017128PK,16
STK-20251110-BR005-SKU017256BL,20251110,BR005,SKU017256BL,14
STK-20251110-BR005-SKU017256SI,20251110,BR005,SKU017256SI,14
STK-20251110-BR005-SKU017256PK,20251110,BR005,SKU017256PK,14
STK-20251111-BR000-SKU015128BL,20251111,BR000,SKU015128BL,81
STK-20251111-BR000-SKU015128SI,20251111,BR000,SKU015128SI,81
STK-20251111-BR000-SKU015128PK,20251111,BR000,SKU015128PK,81
STK-20251111-BR000-SKU015256BL,20251111,BR000,SKU015256BL,81
STK-20251111-BR000-SKU015256SI,20251111,BR000,SKU015256SI,81
STK-20251111-BR000-SKU015256PK,20251111,BR000,SKU015256PK,81
STK-20251111-BR000-SKU016128BL,20251111,BR000,SKU016128BL,79
STK-20251111-BR000-SKU016128SI,20251111,BR000,SKU016128SI,79
STK-20251111-BR000-SKU016128PK,20251111,BR000,SKU016128PK,79
STK-20251111-BR000-SKU016256BL,20251111,BR000,SKU016256BL,79
STK-20251111-BR000-SKU016256SI,20251111,BR000,SKU016256SI,79
STK-20251111-BR000-SKU016256PK,20251111,BR000,SKU016256PK,79
STK-20251111-BR000-SKU017128BL,20251111,BR000,SKU017128BL,77
STK-20251111-BR000-SKU017128SI,20251111,BR000,SKU017128SI,77
STK-20251111-BR000-SKU017128PK,20251111,BR000,SKU017128PK,77
STK-20251111-BR000-SKU017256BL,20251111,BR000,SKU017256BL,77
STK-20251111-BR000-SKU017256SI,20251111,BR000,SKU017256SI,77
STK-20251111-BR000-SKU017256PK,20251111,BR000,SKU017256PK,77
STK-20251111-BR001-SKU015128BL,20251111,BR001,SKU015128BL,22
STK-20251111-BR001-SKU015128SI,20251111,BR001,SKU015128SI,22
STK-20251111-BR001-SKU015128PK,20251111,BR001,SKU015128PK,22
STK-20251111-BR001-SKU015256BL,20251111,BR001,SKU015256BL,20
STK-20251111-BR001-SKU015256SI,20251111,BR001,SKU015256SI,20
STK-20251111-BR001-SKU015256PK,20251111,BR001,SKU015256PK,20
STK-20251111-BR001-SKU016128BL,20251111,BR001,SKU016128BL,20
STK-20251111-BR001-SKU016128SI,20251111,BR001,SKU016128SI,20
STK-20251111-BR001-SKU016128PK,20251111,BR001,SKU016128PK,20
STK-20251111-BR001-SKU016256BL,20251111,BR001,SKU016256BL,18
STK-20251111-BR001-SKU016256SI,20251111,BR001,SKU016256SI,18
STK-20251111-BR001-SKU016256PK,20251111,BR001,SKU016256PK,18
STK-20251111-BR001-SKU017128BL,20251111,BR001,SKU017128BL,18
STK-20251111-BR001-SKU017128SI,20251111,BR001,SKU017128SI,18
STK-20251111-BR001-SKU017128PK,20251111,BR001,SKU017128PK,18
STK-20251111-BR001-SKU017256BL,20251111,BR001,SKU017256BL,16
STK-20251111-BR001-SKU017256SI,20251111,BR001,SKU017256SI,16
STK-20251111-BR001-SKU017256PK,20251111,BR001,SKU017256PK,16
STK-20251111-BR002-SKU015128BL,20251111,BR002,SKU015128BL,17
STK-20251111-BR002-SKU015128SI,20251111,BR002,SKU015128SI,17
STK-20251111-BR002-SKU015128PK,20251111,BR002,SKU015128PK,17
STK-20251111-BR002-SKU015256BL,20251111,BR002,SKU015256BL,15
STK-20251111-BR002-SKU015256SI,20251111,BR002,SKU015256SI,15
STK-20251111-BR002-SKU015256PK,20251111,BR002,SKU015256PK,15
STK-20251111-BR002-SKU016128BL,20251111,BR002,SKU016128BL,15
STK-20251111-BR002-SKU016128SI,20251111,BR002,SKU016128SI,15
STK-20251111-BR002-SKU016128PK,20251111,BR002,SKU016128PK,15
STK-20251111-BR002-SKU016256BL,20251111,BR002,SKU016256BL,13
STK-20251111-BR002-SKU016256SI,20251111,BR002,SKU016256SI,13
STK-20251111-BR002-SKU016256PK,20251111,BR002,SKU016256PK,13
STK-20251111-BR002-SKU017128BL,20251111,BR002,SKU017128BL,13
STK-20251111-BR002-SKU017128SI,20251111,BR002,SKU017128SI,13
STK-20251111-BR002-SKU017128PK,20251111,BR002,SKU017128PK,13
STK-20251111-BR002-SKU017256BL,20251111,BR002,SKU017256BL,11
STK-20251111-BR002-SKU017256SI,20251111,BR002,SKU017256SI,11
STK-20251111-BR002-SKU017256PK,20251111,BR002,SKU017256PK,11
STK-20251111-BR003-SKU015128BL,20251111,BR003,SKU015128BL,12
STK-20251111-BR003-SKU015128SI,20251111,BR003,SKU015128SI,12
STK-20251111-BR003-SKU015128PK,20251111,BR003,SKU015128PK,12
STK-20251111-BR003-SKU015256BL,20251111,BR003,SKU015256BL,10
STK-20251111-BR003-SKU015256SI,20251111,BR003,SKU015256SI,10
STK-20251111-BR003-SKU015256PK,20251111,BR003,SKU015256PK,10
STK-20251111-BR003-SKU016128BL,20251111,BR003,SKU016128BL,10
STK-20251111-BR003-SKU016128SI,20251111,BR003,SKU016128SI,10
STK-20251111-BR003-SKU016128PK,20251111,BR003,SKU016128PK,10
STK-20251111-BR003-SKU016256BL,20251111,BR003,SKU016256BL,8
STK-20251111-BR003-SKU016256SI,20251111,BR003,SKU016256SI,8
STK-20251111-BR003-SKU016256PK,20251111,BR003,SKU016256PK,8
STK-20251111-BR003-SKU017128BL,20251111,BR003,SKU017128BL,8
STK-20251111-BR003-SKU017128SI,20251111,BR003,SKU017128SI,8
STK-20251111-BR003-SKU017128PK,20251111,BR003,SKU017128PK,8
STK-20251111-BR003-SKU017256BL,20251111,BR003,SKU017256BL,6
STK-20251111-BR003-SKU017256SI,20251111,BR003,SKU017256SI,6
STK-20251111-BR003-SKU017256PK,20251111,BR003,SKU017256PK,6
STK-20251111-BR004-SKU015128BL,20251111,BR004,SKU015128BL,7
STK-20251111-BR004-SKU015128SI,20251111,BR004,SKU015128SI,7
STK-20251111-BR004-SKU015128PK,20251111,BR004,SKU015128PK,7
STK-20251111-BR004-SKU015256BL,20251111,BR004,SKU015256BL,5
STK-20251111-BR004-SKU015256SI,20251111,BR004,SKU015256SI,5
STK-20251111-BR004-SKU015256PK,20251111,BR004,SKU015256PK,5
STK-20251111-BR004-SKU016128BL,20251111,BR004,SKU016128BL,5
STK-20251111-BR004-SKU016128SI,20251111,BR004,SKU016128SI,5
STK-20251111-BR004-SKU016128PK,20251111,BR004,SKU016128PK,5
STK-20251111-BR004-SKU016256BL,20251111,BR004,SKU016256BL,3
STK-20251111-BR004-SKU016256SI,20251111,BR004,SKU016256SI,3
STK-20251111-BR004-SKU016256PK,20251111,BR004,SKU016256PK,3
STK-20251111-BR004-SKU017128BL,20251111,BR004,SKU017128BL,3
STK-20251111-BR004-SKU017128SI,20251111,BR004,SKU017128SI,3
STK-20251111-BR004-SKU017128PK,20251111,BR004,SKU017128PK,3
STK-20251111-BR004-SKU017256BL,20251111,BR004,SKU017256BL,1
STK-20251111-BR004-SKU017256SI,20251111,BR004,SKU017256SI,1
STK-20251111-BR004-SKU017256PK,20251111,BR004,SKU017256PK,1
STK-20251111-BR005-SKU015128BL,20251111,BR005,SKU015128BL,19
